cuerpo,fecha,sesión,asamblea,número,votante,voto
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Aponte Dalmau, Javier",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Bernabe Riefkohl, Rafael",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Dalmau Santiago, José L.",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"García Montes, Ada",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"González Arroyo, Migdalia",Ausente
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"González Huertas, Marially",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Hau, Gretchen",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Jiménez Santoni, Marissa",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Matias Rosario, Gregorio",Ausente
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Morán Trinidad, Nitza",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Neumann Zayas, Henry",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Padilla Alvelo, Migdalia",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Ríos Santiago, Carmelo J.",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Riquelme Cabrera, Keren",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Rivera Lassén, Ana Irma",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Rivera Schatz, Thomas",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Rodriguez Veve, Joanne",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Rosa Vélez, Elizabeth",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Ruiz Nieves, Ramón",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Santiago Negrón, María de L.",En contra
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Soto Rivera, Rubén",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Soto Tolentino, Wanda (Wandy)",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Torres Berríos, Albert",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Trujillo Plumey, Rosamar",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Vargas Vidot, José A.",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Villafañe Ramos, William E.",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Zaragoza Gomez, Juan",Confirmado según regla 47.7
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Aponte Dalmau, Javier",A favor
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Bernabe Riefkohl, Rafael",A favor
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Dalmau Santiago, José L.",A favor
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"García Montes, Ada",A favor
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"González Arroyo, Migdalia",Ausente
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"González Huertas, Marially",A favor
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Hau, Gretchen",A favor
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Jiménez Santoni, Marissa",A favor
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Matias Rosario, Gregorio",Ausente
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Morán Trinidad, Nitza",A favor
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Neumann Zayas, Henry",A favor
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Padilla Alvelo, Migdalia",A favor
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Ríos Santiago, Carmelo J.",A favor
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Riquelme Cabrera, Keren",A favor
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Rivera Lassén, Ana Irma",A favor
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Rivera Schatz, Thomas",A favor
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Rodriguez Veve, Joanne",A favor
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Rosa Vélez, Elizabeth",A favor
Senado,2021-03-18,1ra Sesión Ordinaria,19ma Asamblea Legislativa,14,"Ruiz Nieves, Ramón",A favor
